superficiality	-2
breathlessness	2
deny	-2
luckily	2
afloat	1
momentous	2
argue	-2
detraction	-1
raptureous	2
inequalities	-1
sustainable	1
despise	-2
easiest	1
scarcely	-2
tortuous	-2
astonishingly	2
discourteously	-2
madder	-2
impractical	-2
hazardous	-1
stylish	2
maladjusted	-2
hectic	-1
wrought	-1
break-point	-2
mire	-2
denunciate	-2
powerfully	1
capriciously	-2
ungovernable	-2
err	-2
broad	1
frazzled	-2
ingratitude	-2
apologists	-2
intermittent	-1
praiseworthy	2
drama	-2
contentment	2
pro-Cuba	2
restful	1
dissocial	-2
desiccated	-2
adorer	2
prideful	-2
distaste	-2
swoon	-1
accuses	-2
cow	-1
barbarian	-2
utilitarian	1
inactive	-1
demoralize	-2
headaches	-1
retract	-1
ordeal	-2
shimmeringly	2
pressure	0
sincerity	1
hypocritically	-2
substantial	1
lost	-1
fertile	1
fallacies	-2
accessible	1
grievously	-2
comrades	2
sadden	-2
subjugate	-2
fractiously	-2
disturbed-let	-2
enervate	-2
enviably	2
smoulder	-2
glory	2
devilment	-2
deteriorate	-1
bemused	-2
conspicuously	-2
claim	0
interests	1
infirm	-2
zealot	-2
eager	2
straightforward	2
educable	1
treacherous	-1
delude	-2
brainwash	-2
evils	-2
supporter	2
intoxicate	-1
charismatic	2
casualty	-1
cooperate	1
savage	-2
mysterious	-2
subordinate	-1
hater	-2
dismayingly	-2
interrupt	-1
illusion	-2
timid	-2
puppets	-2
positively	2
bent	-1
mortification	-2
sloth	-2
imperial	1
vent	-2
first-rate	2
purification	1
unfinished	-1
blemish	-1
forgave	2
transport	0
infringe	-2
lavish	2
lurking	-2
sincerely	2
usurp	-2
improved	1
unipolar	-2
sober	-2
lull	-1
interference	-1
downfallen	-2
tension	-1
suit	1
perspective	0
difficulty	-2
cry	-2
anarchistic	-2
low-risk	1
ill	-1
bull	1
amenity	1
wayward	-2
hazard	-1
anyways	0
engaging	2
arguments	-1
sentimentally	2
despondent	-2
gems	1
fuss	-2
unorthodoxy	-2
grateful	2
complement	1
immoderately	-2
remark	0
torturously	-2
charisma	-2
unlamentably	-2
gush	1
inviolable	2
struck	-1
killer	-1
aggressor	-2
spade	-2
suffering	-2
discordance	-2
virtuous	2
opposition	-2
objections	-2
condescendingly	-2
excuse	-1
wrest	-2
accede	2
heros	2
thrilling	2
outsmart	2
negative	-1
irritated	-2
handicapped	-1
sturdy	1
pains	-2
explicit	2
grievance	-2
polite	1
vindicate	2
bemoaning	-2
desperate	-2
understanding	1
disdain	-2
increasingly	0
congratulations	2
misinform	-2
lewd	-2
junk	-1
simple	1
demeaning	-2
adaptive	1
gallantly	2
reactionary	-2
byzantine	-2
horrify	-2
could	0
moreover	0
apparently	0
din	-1
distinct	1
ache	-2
solicitous	2
insupportable	-2
underestimate	-2
junky	-1
isolated	-1
destabilisation	-2
bereft	-2
massive	0
unnerve	-2
glad	2
licentious	-2
snub	-2
surprise	0
scoundrel	-2
unimportant	-2
smutty	-2
easier	1
brutalizing	-2
bullyingly	-2
insidious	-2
bogus	-2
damning	-2
pro	1
sparingly	1
rightful	2
ranting	-2
factual	0
disaccord	-2
obese	-2
pledge	2
commensurate	1
blasphemous	-2
abdicate	-1
superfluous	-2
craze	-2
rocky	-1
relations	0
judgement	0
lack	-2
inflict	-2
undecided	-1
self-interest	-2
validity	1
peevishly	-2
bloodthirsty	-2
flawed	-1
mischief	-2
depress	-1
reiterated	0
appealing	2
benefactor	1
shadowy	-1
defile	-2
anti-	-2
humiliating	-2
envy	-2
knew	0
perfidious	-2
blood	0
stupor	-2
offensive	-1
delusions	-2
brilliantly	2
luster	2
inhumanity	-2
menacing	-2
imposition	-2
repulsively	-2
adherent	1
hassle	-2
boom	1
complaints	-2
unfamiliar	-1
conciliate	2
neurotic	-2
unresolved	-1
vague	-1
wretchedness	-2
exposed	-1
giants	0
convincing	2
fair	1
fine	1
amity	1
pretence	-2
innocuous	2
smack	-2
surrender	-1
learning	1
callous	-2
curious	2
zealously	-2
brimstone	-2
nifty	2
ego	-2
anti-proliferation	-2
failure	-1
rattle	-2
overblown	-2
diatribes	-2
intend	0
satisfaction	2
treat	1
wrongful	-1
flexible	2
concerned	-2
disconcertingly	-2
swipe	-2
impede	-2
smash	-1
however	0
admonishment	-2
viewpoints	0
pleasurably	2
terrorism	-1
repress	-1
prohibit	-1
warily	-2
draconic	-2
uncivilized	-2
befit	2
suffocate	-2
lustrous	2
exult	2
assessment	0
precious	2
licentiously	-2
top	1
vainly	-2
unpopular	-2
inflame	-2
fading	-1
gratifying	2
delusion	-2
relaxed	1
jovial	2
wheedle	-2
battle-lines	-2
totalitarian	-1
defense	1
achievable	1
learn	0
strife	-2
merciful	2
signals	0
intelligence	1
sleepy	0
impure	-2
rigid	-1
fiery	1
adulate	2
intrusive	-2
imposing	-1
proscription	-2
best	2
unspeakablely	-2
amicable	2
stifling	-2
recklessly	-2
peaceful	1
mellow	2
unjust	-2
gifted	2
pervasive	-2
trouble	-1
grouchy	-2
weakness	-2
brutally	-2
demands	0
enviable	2
rack	-2
clean	1
bleakness	-2
oversimplify	-1
unimaginable	-2
antiquated	-2
gleefully	2
ignorance	-2
guarantee	1
trump	2
survivor	1
compulsory	-1
distracting	-2
quibble	-2
praising	2
offbeat	2
irritating	-2
congratulatory	2
majesty	2
recover	1
inadequately	-1
destinies	2
revitalize	1
fresh	1
inconceivable	-2
exorbitant	-2
slashing	-2
maddening	-2
talented	2
steadfastness	2
liar	-2
disdainful	-2
shred	-1
condescending	-2
cherished	2
lonely	-2
imprisonment	-1
penalize	-2
gruff	-2
achievement	1
misleading	-2
evil	-2
subversive	-1
stressfully	-2
fearless	2
certified	0
patient	1
vengeance	-2
popular	1
partiality	-2
emancipate	1
optimism	2
coerce	-2
luxury	2
imposing	-1
gloatingly	-2
warning	-1
ironic	-2
burdensome	-2
ploy	-2
signals	0
demoralizingly	-2
dilapidated	-2
special	1
allow	1
downer	-2
wildly	-1
sorrowfully	-2
mulish	-2
whatever	-1
lovable	2
sufferer	-2
grin	2
oppositions	-2
asylum	1
illiquid	-1
squander	-2
anti-Semites	-2
implicit	0
vicious	-2
happy	2
demise	-2
avenge	-2
sane	2
awkward	-2
spurn	-2
foulness	-2
evaluate	0
bewail	-2
gross	-1
convoluted	-2
stump	-1
dubitable	-2
accuse	-2
doddering	-2
foul	-2
farcical	-2
chill	-1
adventurism	2
scarier	-2
thrive	1
plot	-2
aggravate	-2
demoralizing	-2
hilariously	2
discrimination	-1
lover	2
mightily	2
help	1
iniquitous	-2
brimstone	-2
charm	2
tortured	-1
ominously	-2
bomb	-1
stereotypical	-2
eloquently	2
shambles	-2
amity	1
acrid	-2
affection	2
decay	-2
positiveness	2
nurturing	2
stalemate	-2
adamant	-2
discreet	1
allegorize	0
dig	-1
exemplar	2
inadequate	-1
blunt	-2
flaunt	-2
renowned	2
simplified	1
misdirection	-2
chore	-1
dehumanize	-2
unwanted	-2
ploy	-2
lousy	-2
uniformly	1
simplistically	-2
plea	-1
defeat	-1
floundering	-2
spoonfed	-2
expert	1
barren	-2
futile	-2
bedlam	-2
proportionate	0
dying	-1
blame	-2
efficacious	1
craven	-2
knowing	0
argument	-1
uneventful	-1
sugar-coated	-2
wreck	-1
rightfully	2
abomination	-2
entice	2
liar	-2
misconceptions	-2
affirm	2
fanfare	2
aptly	1
shrouded	-2
inconceivably	-2
hardhearted	-2
gain	1
imaginative	2
recommendations	2
insatiable	-2
utterances	0
rationality	1
imbecile	-2
breakthroughs	1
praise	2
superior	1
diversified	1
honor	1
jubilant	2
dizzy	-2
inaccurate	-2
cherish	2
throw	-1
worries	-2
falter	-2
civility	2
impassioned	2
jerk	-2
pre-eminent	1
demands	0
unaccustomed	-1
integrity	2
scary	-2
preferable	2
succumb	-2
bountiful	2
historic	1
lecher	-2
humanists	1
deserve	2
smelling	-1
compelling	2
forsee	0
ingenuously	2
bankrupt	-1
antagonist	-1
hotbeds	-2
unproductive	-1
opportunity	2
displeasing	-2
celebratory	2
disconsolately	-2
boastful	-2
scarred	-2
predictablely	0
tangled	-1
anarchy	-2
thinking	0
upsetting	-2
extinguish	-1
incorrectly	-2
studious	2
infamously	-2
dumb	-2
dissuade	-2
insociable	-2
contrive	-2
extraordinary	2
stupify	-2
staggeringly	-2
apathetic	-2
air	0
slashing	-2
passion	2
inspire	2
value	1
responsible	1
harassment	-2
unacceptablely	-2
aspersion	-2
wishing	2
sillily	-2
hellion	-2
potential	1
terror-genic	-2
needlessly	-1
righten	2
exhaustive	1
would	0
equality	1
fatty	-1
famously	2
gamble	-1
obese	-2
shrilly	-2
nefariously	-2
inestimably	2
earnest	2
indoctrination	-2
taunt	-2
commendably	2
bedlamite	-2
merely	-2
should	0
imprecision	-1
judgment	0
enjoyable	2
taste	0
contravene	-2
pique	-1
retire	-1
fight	-1
unfriendly	-2
exhilarate	2
insidiously	-2
harmonious	2
bullish	1
insinuating	-2
beliefs	0
frequent	0
paucity	-2
freakish	-2
shrug	-1
above	1
badly	-2
slow	-1
killjoy	-2
passionately	2
demon	-2
need	-1
hilarious	2
despair	-2
unforgettable	2
demand	0
repetitive	-1
slander	-2
traumatic	-2
disservice	-2
groundbreaking	2
propagandize	-2
exaltedly	2
domination	-2
heart	1
confound	-1
realistically	2
heroically	2
askance	-2
drastic	-2
exorbitantance	-2
sorry	-2
comfortable	1
blister	-2
heinous	-2
scrupulously	2
wonderous	2
fib	-2
credulous	-2
catastrophic	-2
screech	-2
supreme	2
slanderer	-2
unworthy	-2
strange	-2
bid-rigging	-1
sulk	-2
tenderly	1
pragmatic	2
vanquish	2
wisdom	2
incivility	-2
hatred	-2
conspiratorial	-2
ignorance	-2
stars	2
decency	1
spiteful	-2
supposing	0
misfortune	-2
charming	2
preoccupy	-1
remorseful	-2
angry	-2
subservient	-2
everlasting	2
stealing	-1
scapegoat	-2
hard-line	-2
rectify	2
grapple	-1
repudiation	-2
spiritual	2
ill-used	-2
aghast	-2
progress	1
struggle	-2
infidels	-2
evasion	-1
doggedly	-2
enjoy	1
refinement	1
obligation	0
aggression	-2
insolent	-2
lorn	-2
impose	-2
artificial	-1
honor	2
sensations	2
standstill	-2
flaw	-1
dream	2
stab	-1
prisoner	-1
divorce	-1
indistinctive	-1
ascertainable	2
fascinating	2
paramount	2
scheme	-1
inequities	-2
flirt	-2
pillage	-2
mirage	-2
subordinate	-1
chivalrous	2
richly	2
darn	-2
devotion	2
lacking	-2
daydreamer	2
horror	-2
adolescents	0
protest	-2
gaudy	-2
lawlessness	-2
shortcomings	-2
bonkers	-2
persecute	-2
weak	-1
tire	-1
quarrel	-2
commonplace	-1
modesty	1
nonviolent	0
baby	0
repair	1
enthrall	2
satisfy	1
terrifyingly	2
death	-1
forgive	2
guidance	1
idle	-1
succeed	1
truthfully	2
undoubtedly	2
belittling	-2
prejudicial	-2
constitutions	0
infuriated	-2
articulate	2
grind	-2
gladden	2
distressed	-2
whine	-2
abhors	-2
bellicose	-2
outlaw	-2
loss	-1
rumple	-2
uncontrolled	-1
immodest	-2
honorable	2
shocking	-2
frightening	-2
superficial	-2
interference	-1
damage	-1
excusable	2
cruelty	-2
somber	-2
endanger	-2
hard-liner	-2
indestructible	2
horde	-1
mourn	-2
compliant	2
venerably	2
hotheaded	-2
imbalance	-2
indomitably	2
qualms	-2
amour	2
macabre	-2
stride	2
sublime	2
overture	2
holy	1
bully	-2
compliment	2
dearth	-2
kid	2
limitation	-1
pauper	-2
soliloquize	0
dramatic	0
expropriate	-1
flirty	-2
glibly	-2
ambiguity	-2
diminishing	-1
calumnies	-2
baffled	-2
infected	-1
bullies	-2
scathingly	-2
indiscriminating	-2
preaching	2
frenzy	-2
beseech	-2
imperfect	-1
spotless	2
indispensable	2
sneering	-2
malodorous	-2
scariest	-2
beneficial	1
detract	-1
champion	1
displeasure	-2
mindless	-2
rebellious	-2
self-humiliation	-2
slur	-2
foreboding	-2
wise	2
fertile	1
harmoniously	2
inclination	2
energize	1
neglect	-2
assuage	1
contort	-2
headaches	-1
deterrent	-1
toughness	-2
cravenly	-2
impetuous	-2
sufferers	-2
perspective	0
arresting	2
mentality	0
fit	2
cogitate	0
calumniation	-2
grisly	-2
dauntingly	-2
offend	-2
apotheosis	2
excitedness	2
safeguard	2
difference	0
rumbling	-2
solemn	-1
downside	-2
fruitless	-2
assiduously	2
rifts	-2
press	1
seemingly	0
ludicrous	-2
illusion	-2
awareness	0
stability	1
mudslinging	-2
preeminent	1
extemporize	0
discontentedly	-2
deficient	-1
nebulous	-2
coping	-1
emotion	0
comforting	2
unwise	-2
sympathies	-2
anyhow	0
incompetently	-2
derisively	-2
brutalising	-2
mockeries	-2
patriot	2
exacerbate	-2
stampede	-1
seethe	-2
whiff	0
dim	-2
sedentary	-1
legitimacy	1
amusing	2
reluctant	-1
mystery	-2
allay	2
unbearablely	-2
moderation	2
shortage	-1
malignant	-1
sincerity	1
refresh	1
subversion	-1
mantra	0
fondness	2
possible	0
engross	0
substantially	1
melodramatic	-2
innocent	1
beggarly	-2
excite	1
deceitful	-2
weird	-2
untimely	-2
brisk	1
letch	-2
deign	-2
simply	0
disrespecting	-2
rash	-2
disservice	-2
lamentable	-2
irresolute	-2
belie	-2
insinuation	-2
charitable	1
gabble	-2
monotonous	-2
ironies	-2
disconsolation	-2
stolen	-1
uncomfortable	-1
else	0
faint	-1
shameless	-2
swamped	-2
kind	2
fully	0
forgivingly	2
effectiveness	1
viciousness	-2
enrage	-2
support	2
thwart	-2
extremists	-1
serious	-2
instigator	-2
indispensability	2
propaganda	-2
low-rated	-2
fashionable	2
oppression	-2
idealize	2
feasible	1
drunkard	-2
regrettably	-2
radical	-2
refute	-2
embarrassment	-2
hoard	-2
unexplained	-1
insightfully	2
madness	-2
retaliatory	-1
purify	1
ungrateful	-2
affability	1
coax	2
repugnance	-2
outdated	-1
critics	-2
security	1
abilities	1
universal	1
slaughtered	-1
absurdly	-2
shield	1
tantalizing	2
defiantly	-2
reassurance	2
sardonic	-2
blossom	1
delightfulness	2
understandable	2
inflammatory	-2
accost	-1
formidable	-2
oversimplified	-1
willingness	2
peevish	-2
insincere	-2
open-ended	0
navigable	1
ravage	-2
stunningly	2
disquietude	-2
worry	-2
prejudge	-2
sinful	-2
marvelousness	2
outsider	-1
rantingly	-2
so-cal	-2
manipulative	-2
groove	1
clarity	1
compromise	1
thought	0
alienate	-1
reminiscent	2
martyrdom-seeking	-2
profitable	1
insights	0
ardor	2
banishment	-2
entertain	1
glorious	2
lucidly	2
incommensurate	-2
overdo	-2
tenuous	-1
maneuver	-1
condescend	-2
dogged	-2
restraint	1
confide	0
ingenious	2
pacify	0
anxious	-2
excited	2
conflict	-1
egregious	-2
evocative	2
injustices	-2
battered	-1
blissful	2
sickening	-2
destiny	0
hero	2
empathize	-2
alert	0
twist	-2
justification	2
bias	-2
plebeian	-2
mistrustful	-2
boldly	2
deep	0
crooked	-2
grating	-2
shamefully	-2
high-powered	0
quarrel	-1
problems	-1
mesmerizingly	2
traitor	-2
memories	0
drain	-2
asininely	-2
deceptive	-2
impenitent	-2
opinion	0
sanctity	2
savor	1
knave	-2
diffidence	-2
subscribe	1
gold	1
luxuriant	2
devilry	-2
marvelously	2
complain	-2
amplify	0
racists	-2
violently	-1
innumerable	0
assiduous	2
imprecate	-2
peerless	2
fanatical	-2
incompatibility	-1
ill-mannered	-2
murky	-1
dishearteningly	-2
sympathies	-2
willingness	2
crusade	2
squarely	2
twists	-1
intact	1
reprehensive	-2
touches	0
promising	2
unquestionable	2
liking	2
runaway	-2
nagging	-2
admire	2
beatify	2
sentimentality	2
purposeful	2
reprehension	-2
comprehend	0
senseless	-2
precarious	-1
desert	-2
realization	0
authoritative	1
nonsense	-2
really	0
emotion	0
inapt	-2
moral	2
misuse	-2
rectification	2
insight	2
addiction	-1
upheld	2
encouragingly	2
thankless	-2
hinder	-2
repression	-1
confrontation	-2
grit	2
unkind	-2
lie	-1
faulty	-1
rapprochement	1
dangle	-2
anti-Israeli	-2
unneeded	-1
riled	-2
surprise	0
relent	2
crass	-2
disinterest	-2
risk	-1
bland	-2
righteously	2
hardball	-2
infuriatingly	-2
mawkishly	-2
eclectic	2
festive	2
heretic	-2
traumatized	-2
oppress	-2
plagiarize	-2
ugly	-2
affirmation	2
bore	-2
burden	-2
recommend	2
inexact	-1
ineffectually	-1
inundate	-2
abase	-2
will	2
rank	-2
lechery	-2
appreciativeness	2
mantra	0
invulnerable	2
ascendant	2
malcontent	-2
nourishing	1
agitate	-2
attraction	2
confident	2
oppressively	-2
smugly	-2
unstable	-1
sputter	-2
prospects	1
vex	-2
indigent	-1
hole	-1
tawdry	-2
villains	-2
privilege	2
grief	-2
skepticism	-2
feint	-1
hegemony	-1
mistified	-1
lividly	-2
overwhelm	-1
brighten	1
inadverently	-1
abundant	1
self-satisfaction	2
dissolution	-1
fiasco	-2
appall	-2
pamper	1
uncivil	-2
lastly	0
point	0
inadvisably	-1
mawkishness	-2
profuse	2
magnificent	2
acclaim	2
wiles	-2
relish	2
domineer	-2
subversively	-1
blandish	-2
rough	-1
contemptible	-2
deplorably	-2
expropriation	-1
agony	-2
passe	-2
debauch	-2
insane	-2
imploringly	0
parody	-2
decisiveness	1
falsehood	-2
autonomous	1
unhealthy	-1
murder	-1
torridly	2
excusable	2
jaundiced	-2
pointlessly	-1
abominable	-2
infamous	-2
okay	1
facetiously	-2
curiously	2
desirable	2
heartbreak	-2
corrupt	-2
ample	1
increasing	0
dispiritedly	-2
guilt	-2
concede	-2
re-conquest	2
simplistic	-2
destitution	-2
fumble	-1
stars	2
perfunctory	-2
impedance	-2
confession	-2
baby	0
self-criticism	-2
counterproductive	-2
detriment	-2
truly	2
dexterity	1
downright	0
preemptive	1
fuzzy	-1
fall	-1
soothingly	2
burdensomely	-2
horrify	-2
ambitious	1
tribute	2
benefits	1
captivating	2
enticingly	2
oppression	-2
abuse	-1
nebulous	-2
sidetracked	-2
pardon	2
innovation	1
frail	-1
cumbersome	-2
extremists	-1
invalid	-2
judgements	0
impotent	-2
saintliness	2
boiling	-2
perversity	-2
perverse	-2
disagreement	-2
distressing	-2
elite	1
insanely	-2
healthy	1
unabashedly	2
devastation	-1
well-established	1
imposition	-2
emaciated	-2
trustworthy	2
noisy	-1
intriguingly	2
gainfully	2
questionable	-2
laugh	-2
romantically	2
crusader	2
penalty	-1
sensitive	1
thumbs	-1
depressingly	-2
stagnate	-2
infringements	-2
warp	-1
plush	2
bondage	-2
offensively	-2
officious	-2
skeptically	-2
contrived	-2
wellbeing	2
placate	2
tradition	1
obstruction	-1
cornerstone	2
inveigle	-2
trustingly	2
spilling	-2
reviled	-2
revealing	0
reconciliation	1
wearisome	-2
ingratiate	2
elation	2
trample	-2
shunned	-2
brashly	-2
roadblocks	-2
cohesive	1
ingeniously	2
conceited	-2
attentive	2
streamlined	1
unthinkable	-2
ignominiously	-2
uniform	1
fracture	-1
unlimited	1
content	1
remedy	1
